field	value	known_to_og_impkimmo
root	`balm	NO
root	`balsam	NO
root	`balsa	NO
root	`Baltic	NO
root	`Baltimore	NO
root	`balustrade	NO
root	bam`boo	NO
root	bam`boozle	NO
root	`banal	NO
root	ba`nana	NO
root	`bandage	NO
root	ban`dana	NO
root	`bandit	NO
root	`band	NO
root	`bandstand	NO
root	`bandwagon	NO
root	`bandwidth	NO
root	`bandy	NO
root	`bane	NO
root	`Bangkok	NO
root	Bangla`desh	NO
root	`bangle	NO
root	`bang	NO
root	`banish	NO
root	`banister	NO
root	`banjo	NO
root	`bank	NO
root	`bankrupt	NO
root	`ban	NO
root	`banns	NO
root	`banquet	NO
root	`banshee	NO
root	`bantam	NO
root	`banter	NO
root	`baptistery	NO
root	`Baptist	NO
root	`baptistry	NO
root	`baptize	NO
root	`Barbados	NO
root	bar`barian	NO
root	bar`baric	NO
root	`barbarism	NO
root	`barbarous	NO
root	`barbecue	NO
root	`barbell	NO
root	`barber	NO
root	`barbital	NO
root	bar`biturate	NO
root	`barb	NO
root	`barcarole	NO
root	`barcarolle	NO
root	Barce`lona	NO
root	`bard	NO
root	`barefoot	NO
root	`bare	NO
root	`barfly	NO
root	`bargain	NO
root	`barge	NO
root	`baritone	NO
root	`barium	NO
root	`barkeep	NO
root	`bark	NO
root	`barley	NO
root	`barnacle	NO
root	`barn	NO
root	`bar	NO
root	`barnstorm	NO
root	`barnyard	NO
root	ba`rometer	NO
root	baro`net	NO
root	`baron	NO
root	ba`roque	NO
root	`barque	NO
root	`barrack	NO
root	`barracks	NO
root	barra`cuda	NO
root	bar`rage	NO
root	`barrel	NO
root	`barren	NO
root	`barre	NO
root	`barricade	NO
root	`barrier	NO
root	`barrow	NO
root	`bartend	NO
root	`barter	NO
root	bary`centric	NO
root	`baseball	NO
root	`baseboard	NO
root	`baseline	NO
root	`base	NO
root	`bash	NO
root	`basilar	NO
root	ba`silica	NO
root	`basilisk	NO
root	`basil	NO
root	`basin	NO
root	`basis	NO
root	`basketball	NO
root	`basket	NO
root	`bask	NO
root	baso`philic	NO
root	`Basque	NO
root	bassi`net	NO
root	`bass	NO
root	`basso	NO
root	bas`soon	NO
root	`bastard	NO
root	`baste	NO
root	`bastion	NO
root	`batch	NO
root	ba`teau	NO
root	`bathe	NO
root	`bath	NO
root	`bathos	NO
root	`bathrobe	NO
root	`bathroom	NO
root	`bathtub	NO
root	ba`tik	NO
root	`bat	NO
root	ba`ton	NO
root	bat`talion	NO
root	`batten	NO
root	`batter	NO
root	`battery	NO
root	`batting	NO
root	`battlefield	NO
root	`battlefront	NO
root	`battleground	NO
root	`battle	NO
root	`batt	NO
root	`bauble	NO
root	`baud	NO
root	`bauxite	NO
root	Ba`varia	NO
root	`bawdy	NO
root	`bawl	NO
root	`bayberry	NO
root	`bay	NO
root	bayo`net	NO
root	`bayou	NO
root	ba`zaar	NO
root	`beachcomb	NO
root	`beachhead	NO
root	`beach	NO
root	`beacon	NO
root	`bead	NO
root	`beaker	NO
root	`beak	NO
root	`beam	NO
root	`bean	NO
root	`beard	NO
root	`bearing	NO
root	`bear	NO
root	`bearskin	NO
root	`beast	NO
root	bea`tific	NO
root	be`atify	NO
root	`beatitude	NO
root	`beat	NO
root	`beau	NO
root	beau`tician	NO
root	`beautify	NO
root	`beauty	NO
root	`beaver	NO
root	`bebop	NO
root	be`cause	NO
root	`beck	NO
root	`beckon	NO
root	be`come	NO
root	`bedbug	NO
root	`bedfast	NO
root	`bedfellow	NO
root	`bedlam	NO
root	`bed	NO
root	`Bedouin	NO
root	`bedpost	NO
root	be`draggle	NO
root	`bedridden	NO
root	`bedrock	NO
root	`bedroom	NO
root	`bedside	NO
root	`bedspread	NO
root	`bedspring	NO
root	`bedtime	NO
root	`Beduin	NO
root	`beech	NO
root	`beef	NO
root	`beefsteak	NO
root	`beehive	NO
root	Be`elzebub	NO
root	`bee	NO
root	`beep	NO
root	`beer	NO
root	`beetle	NO
root	`beet	NO
root	be`fall	NO
root	be`fit	NO
root	be`forehand	NO
root	be`fore	NO
root	be`get	NO
root	`beggar	NO
root	be`gin	NO
root	be`gird	NO
root	`beg	NO
root	be`gone	NO
root	be`gonia	NO
root	be`guile	NO
root	be`half	NO
root	be`have	NO
root	be`hemoth	NO
root	be`hest	NO
root	be`hind	NO
root	be`hold	NO
root	be`hoove	NO
root	be`hove	NO
root	`beige	NO
root	Bei`jing	NO
root	Bei`rut	NO
root	be`lated	NO
root	be`lay	NO
root	`belch	NO
root	be`leaguer	NO
root	`Belfast	NO
root	`belfry	NO
root	`Belgium	NO
root	`Belgrade	NO
root	be`lief	NO
root	be`lie	NO
root	be`lieve	NO
root	Be`lize	NO
root	bella`donna	NO
root	`bellboy	NO
root	`belle	NO
root	`bellhop	NO
root	`bellicose	NO
root	bel`ligerent	NO
root	`bell	NO
root	`bellow	NO
root	`bellows	NO
root	`bellwether	NO
root	`bellyache	NO
root	`belly	NO
root	be`long	NO
root	be`low	NO
root	`belt	NO
root	`belvedere	NO
root	be`muse	NO
root	`benchmark	NO
root	`bench	NO
root	`bend	NO
root	be`neath	NO
root	bene`diction	NO
root	`Benedict	NO
root	`benefactor	NO
root	`benefice	NO
root	`benefit	NO
root	be`nevolent	NO
root	`Bengal	NO
root	be`nign	NO
root	Be`nin	NO
root	be	NO
root	`benzene	NO
root	be`queath	NO
root	be`quest	NO
root	be`rate	NO
root	be`reave	NO
root	be`ret	NO
root	`bergamot	NO
root	`berg	NO
root	beri`beri	NO
root	`Berkeley	NO
root	`berkelium	NO
root	`Berkshire	NO
root	Ber`lin	NO
root	Ber`muda	NO
root	`Bern	NO
root	`berry	NO
root	ber`serk	NO
root	`berth	NO
root	be`ryllium	NO
root	`beryl	NO
root	be`seech	NO
root	be`set	NO
root	be`side	NO
root	be`sides	NO
root	be`smirch	NO
root	be`sot	NO
root	be`speak	NO
root	be`stow	NO
root	be`stride	NO
root	best`seller	NO
root	best`selling	NO
root	be`take	NO
root	`beta	NO
root	`betatron	NO
root	`Betelgeuse	NO
root	`betel	NO
root	bete-noir	NO
root	`bethel	NO
root	Beth`esda	NO
root	be`think	NO
root	`Bethlehem	NO
root	`beth	NO
root	be`tide	NO
root	`bet	NO
root	be`token	NO
root	be`tray	NO
root	be`troth	NO
root	`better	NO
root	be`tween	NO
root	be`twixt	NO
root	`bevel	NO
root	`beverage	NO
root	`bevy	NO
root	be`ware	NO
root	be`wilder	NO
root	be`yond	NO
root	`bezel	NO
root	Bhu`tan	NO
root	`bias	NO
root	`bible	NO
root	bibli`ography	NO
root	`bibliophile	NO
root	`bib	NO
root	bi`cameral	NO
root	`biceps	NO
root	`bicker	NO
root	`bicycle	NO
root	`biddy	NO
root	`bide	NO
root	`bid	NO
root	bi`ennial	NO
root	bi`ennium	NO
root	`bier	NO
root	`bifurcate	NO
root	`bigamy	NO
root	`big	NO
root	`bigot	NO
root	bi`jouterie	NO
root	`bike	NO
root	bi`kini	NO
root	`bile	NO
root	`bilge	NO
root	bilhar`ziasis	NO
root	bi`lingual	NO
root	`bilk	NO
root	`billboard	NO
root	`billet	NO
root	`billfold	NO
root	`billiard	NO
root	billion`aire	NO
root	`billion	NO
root	`bill	NO
root	`billow	NO
root	`billy	NO
root	`binary	NO
root	bi`naural	NO
root	`bind	NO
root	`binge	NO
root	`binnacle	NO
root	`bin	NO
root	bi`nocular	NO
root	bi`noculars	NO
root	bi`nomial	NO
root	bi`ography	NO
root	bi`ology	NO
root	bi`ometry	NO
root	`biopsy	NO
root	`biosphere	NO
root	bi`ota	NO
root	bi`partite	NO
root	`biped	NO
root	`birch	NO
root	`birdbath	NO
root	`bird	NO
root	`birdseed	NO
root	`birdwatch	NO
root	bire`fringent	NO
root	`Birmingham	NO
root	`birthday	NO
root	`birth	NO
root	`birthplace	NO
root	`birthright	NO
root	`biscuit	NO
root	`bisect	NO
root	`bishop	NO
root	`bishopric	NO
root	`Bismarck	NO
root	`bismuth	NO
root	`bison	NO
root	`bisque	NO
root	`bistate	NO
root	`bitch	NO
root	`bite	NO
root	`bit	NO
root	`bittern	NO
root	`bitter	NO
root	`bittersweet	NO
root	`bitt	NO
root	bi`tumen	NO
root	bi`tuminous	NO
root	`bivalve	NO
root	bi`variate	NO
root	`bivouac	NO
root	bi`zarre	NO
root	`biz	NO
root	`blab	NO
root	`blackball	NO
root	`blackberry	NO
root	`blackbird	NO
root	`blackboard	NO
root	`blackjack	NO
root	`blacklist	NO
root	`blackmail	NO
root	`black	NO
root	`blackout	NO
root	`blacksmith	NO
root	`bladder	NO
root	`bladdernut	NO
root	`blade	NO
root	`blame	NO
root	`blanch	NO
root	`blandish	NO
root	`bland	NO
root	`blanket	NO
root	`blank	NO
root	`blare	NO
root	`blaspheme	NO
root	`blasphemy	NO
root	`blast	NO
root	`blastoff	NO
root	`blatant	NO
root	`blather	NO
root	`blat	NO
root	`blaze	NO
root	`blazon	NO
root	`bleach	NO
root	`bleak	NO
root	`bleary	NO
root	`bleat	NO
root	`bleed	NO
root	`blemish	NO
root	`blend	NO
root	`bless	NO
root	`blest	NO
root	`blight	NO
root	`blimp	NO
root	`blindfold	NO
root	`blind	NO
root	`blink	NO
root	`blip	NO
root	`bliss	NO
root	`blister	NO
root	`blithe	NO
root	`blitz	NO
root	`blizzard	NO
root	`bloat	NO
root	`blob	NO
root	block`ade	NO
root	`blockbuster	NO
root	`blockhead	NO
root	`blockhouse	NO
root	`block	NO
root	`bloc	NO
root	`bloke	NO
root	`blonde	NO
root	`blond	NO
root	`bloodbath	NO
root	`bloodhound	NO
root	`blood	NO
root	`bloodroot	NO
root	`bloodshed	NO
root	`bloodshot	NO
root	`bloodstain	NO
root	`bloodstone	NO
root	`bloodstream	NO
root	`bloodthirsty	NO
root	`bloomers	NO
root	`Bloomfield	NO
root	`bloom	NO
root	`blossom	NO
root	`blotch	NO
root	`blot	NO
root	`blouse	NO
root	`blowback	NO
root	`blowfish	NO
root	`blow	NO
root	`blowtorch	NO
root	`blowup	NO
root	`blubber	NO
root	`bludgeon	NO
root	`blueberry	NO
root	`bluebird	NO
root	`bluebonnet	NO
root	`bluebook	NO
root	`bluefish	NO
root	`bluegill	NO
root	`bluegrass	NO
root	`blueing	NO
root	`bluejacket	NO
root	`blue	NO
root	`blueprint	NO
root	`bluet	NO
root	`bluff	NO
root	`bluing	NO
root	`blunder	NO
root	`blunt	NO
root	`blurb	NO
root	`blur	NO
root	`blurt	NO
root	`blush	NO
root	`bluster	NO
root	`blustery	NO
root	`blutwurst	NO
root	`boa	NO
root	`boardinghouse	NO
root	`board	NO
root	`boar	NO
root	`boast	NO
root	`boathouse	NO
root	`boatload	NO
root	`boat	NO
root	`boatswain	NO
root	`boatyard	NO
root	`bobbin	NO
root	`bobble	NO
root	`bobby	NO
root	`bobcat	NO
root	`bob	NO
root	`bobolink	NO
root	`bock	NO
root	`bode	NO
root	bodhi`sattva	NO
root	`bodice	NO
root	`bodybuild	NO
root	`bodyguard	NO
root	`body	NO
root	`bogeyman	NO
root	`bogey	NO
root	`boggle	NO
root	`bog	NO
root	Bogo`ta	NO
root	`bogus	NO
root	Bo`hemia	NO
root	`boil	NO
root	`Boise	NO
root	`boisterous	NO
root	`boldface	NO
root	`bold	NO
root	bo`lero	NO
root	bo`letus	NO
root	`bolivar	NO
root	Bo`livia	NO
root	Bo`logna	NO
root	`bolo	NO
root	`bolshevik	NO
root	`bolster	NO
root	`bolt	NO
root	bom`bard	NO
root	`bombast	NO
root	Bom`bay	NO
root	`bomb	NO
root	`bombproof	NO
root	bona-fide	NO
root	bona-fides	NO
root	bo`nanza	NO
root	bon-appetit	NO
root	`bondage	NO
root	`bondholder	NO
root	`bond	NO
root	`bondsman	NO
root	`bone	NO
root	`bonfire	NO
root	`bong	NO
root	`bongo	NO
root	bo`nito	NO
root	`bonnet	NO
root	`Bonn	NO
root	`bonus	NO
root	`bonze	NO
root	`booby	NO
root	`boogie	NO
root	`bookbind	NO
root	`bookcase	NO
root	`bookend	NO
root	`bookie	NO
root	`bookkeep	NO
root	`booklist	NO
root	`bookmobile	NO
root	`book	NO
root	`bookplate	NO
root	`booksell	NO
root	`bookshelf	NO
root	`bookstore	NO
root	`Boole	NO
root	`boomerang	NO
root	`boom	NO
root	`boon	NO
root	`boo	NO
root	boo	NO
root	`boor	NO
root	`boost	NO
root	`booth	NO
root	`bootleg	NO
root	`boot	NO
root	`bootstrap	NO
root	`booty	NO
root	`booze	NO
root	`borate	NO
root	`borax	NO
root	bor`dello	NO
root	`borderland	NO
root	`borderline	NO
root	`border	NO
root	`bore	NO
root	`boric	NO
root	`Borneo	NO
root	`born	NO
root	`boron	NO
root	boro`silicate	NO
root	`borough	NO
root	`borrow	NO
root	`bosom	NO
root	`boson	NO
root	`boss	NO
root	`Boston	NO
root	`botany	NO
root	`botch	NO
root	`botfly	NO
root	`bother	NO
root	both	NO
root	Bots`wana	NO
root	`bottleneck	NO
root	`bottle	NO
root	`bottom	NO
root	`botulin	NO
root	`botulism	NO
root	bou`doir	NO
root	bouf`fant	NO
root	`bough	NO
root	`boulder	NO
root	`boule	NO
root	`boulevard	NO
root	`bounce	NO
root	`bound	NO
root	`bounty	NO
root	`bouquet	NO
root	`bourbon	NO
root	bourgeoi`sie	NO
root	bour`geois	NO
root	`bourn	NO
root	boustro`phedon	NO
root	`boutique	NO
root	`bout	NO
root	bouton`niere	NO
root	`bovine	NO
root	`bowdlerize	NO
root	`bowel	NO
root	`bowie	NO
root	`bowline	NO
root	`bowl	NO
root	`bow	NO
root	`bowsprit	NO
root	`bowstring	NO
root	`boxcar	NO
root	`box	NO
root	`boxwood	NO
root	`boycott	NO
root	`boyfriend	NO
root	`boy	NO
root	`brace	NO
root	`braces	NO
root	`bracken	NO
root	`bracket	NO
root	`brackish	NO
root	`bract	NO
root	`brad	NO
root	`braggart	NO
root	`brag	NO
root	`Brahman	NO
root	`Brahma	NO
root	`Brahmin	NO
root	`braid	NO
root	`braille	NO
root	`brainchild	NO
root	`brain	NO
root	`brainstorm	NO
root	`brainwash	NO
root	`brakeman	NO
root	`brake	NO
root	`bramble	NO
root	`branch	NO
root	`brandish	NO
root	`brand	NO
root	`brandy	NO
root	`bran	NO
root	`bra	NO
root	`brant	NO
root	`brash	NO
root	Bra`silia	NO
root	bras`siere	NO
root	`brass	NO
root	`brat	NO
root	`bratwurst	NO
root	bra`vado	NO
root	`brave	NO
root	`bravo	NO
root	bra`vura	NO
root	`brawl	NO
root	`brawn	NO
root	`bray	NO
root	`brazen	NO
root	`brazier	NO
root	Bra`zil	NO
root	`Brazzaville	NO
root	`breach	NO
root	`breadboard	NO
root	`breadfruit	NO
root	`bread	NO
root	`breadwin	NO
root	`breakaway	NO
root	`breakdown	NO
root	`breakfast	NO
root	`break	NO
root	`breakpoint	NO
root	`breakthrough	NO
root	`breakup	NO
root	`breakwater	NO
root	`bream	NO
root	`breast	NO
root	`breastplate	NO
root	`breastwork	NO
root	`breathe	NO
root	`breath	NO
root	`breathtaking	NO
root	`breccia	NO
root	`breech	NO
root	`breed	NO
root	`breeze	NO
root	`bremsstrahlung	NO
root	`breve	NO
root	`brew	NO
root	`briar	NO
root	`bribe	NO
root	`brickbat	NO
root	`bricklay	NO
root	`brick	NO
root	`bridegroom	NO
root	`bride	NO
root	`bridesmaid	NO
root	`bridgehead	NO
root	`bridge	NO
root	`bridgework	NO
root	`bridle	NO
root	`briefcase	NO
root	`brief	NO
root	`briefs	NO
root	bri`gade	NO
root	briga`dier	NO
root	`brigand	NO
root	`brigantine	NO
root	`bright	NO
root	`brig	NO
root	`brilliant	NO
root	`brim	NO
root	`brimstone	NO
root	`brindled	NO
root	`brindle	NO
root	`brine	NO
root	`bring	NO
root	`brinkmanship	NO
root	`brink	NO
root	`Brisbane	NO
root	`brisket	NO
root	`brisk	NO
root	`bristle	NO
root	`Britain	NO
root	`britches	NO
root	`British	NO
root	`Briton	NO
root	`Brittany	NO
root	`brittle	NO
root	`broach	NO
root	`broadcast	NO
root	`broadloom	NO
root	`broad	NO
root	`broadside	NO
root	`Broadway	NO
root	bro`cade	NO
root	`broccoli	NO
root	bro`chure	NO
root	`broil	NO
root	broken`hearted	NO
root	`broker	NO
root	`bromide	NO
root	`bromine	NO
root	`bronchial	NO
root	bron`chitis	NO
root	`bronchus	NO
root	`bronco	NO
root	`Bronx	NO
root	`bronze	NO
root	`brooch	NO
root	`brood	NO
root	`Brooklyn	NO
root	`brook	NO
root	`brookside	NO
root	`broomcorn	NO
root	`broom	NO
root	`brothel	NO
root	`brother	NO
root	`broth	NO
root	`brouhaha	NO
root	`browbeat	NO
root	`brownie	NO
root	`brown	NO
root	`brow	NO
root	`browse	NO
root	brucel`losis	NO
root	`bruise	NO
root	`bruit	NO
root	`brunch	NO
root	Bru`nei	NO
root	bru`nette	NO
root	`Brunswick	NO
root	`brunt	NO
root	`brushfire	NO
root	`brush	NO
root	`brushwork	NO
root	`brusque	NO
root	`Brussels	NO
root	`brute	NO
root	`bryophyte	NO
root	`bubble	NO
root	bucca`neer	NO
root	`Bucharest	NO
root	bucka`roo	NO
root	`buckboard	NO
root	`bucket	NO
root	`buckeye	NO
root	`buckle	NO
root	`buck	NO
root	`buckshot	NO
root	`buckskin	NO
root	`buckwheat	NO
root	bu`colic	NO
root	`Budapest	NO
root	`Buddha	NO
root	`buddy	NO
root	`budge	NO
root	`budget	NO
root	`bud	NO
root	`buffalo	NO
root	`buffer	NO
root	`buffet	NO
root	buf`fet	NO
root	`bufflehead	NO
root	`buff	NO
root	buf`foon	NO
root	`bugaboo	NO
root	`bugbear	NO
root	`bugeye	NO
root	`bugle	NO
root	`bug	NO
root	`build	NO
root	`buildup	NO
root	`builtin	NO
root	`bulb	NO
root	Bul`garian	NO
root	Bul`garia	NO
root	`bulge	NO
root	`bulkhead	NO
root	`bulk	NO
root	`bulldog	NO
root	`bulldoze	NO
root	`bulletin	NO
root	`bullet	NO
root	`bullfrog	NO
root	`bullhead	NO
root	`bullhide	NO
root	`bull	NO
root	`bullock	NO
root	`bullseye	NO
root	`bullyboy	NO
root	`bully	NO
root	`bulrush	NO
root	`bulwark	NO
root	`bumblebee	NO
root	`bumble	NO
root	`bum	NO
root	`bumpkin	NO
root	`bump	NO
root	`bumptious	NO
root	`bunch	NO
root	`bundle	NO
root	`bungalow	NO
root	`bungle	NO
root	`bunkmate	NO
root	`bunk	NO
root	`bun	NO
root	`bunny	NO
root	`bunting	NO
root	`bunt	NO
root	`buoy	NO
root	`burble	NO
root	`burden	NO
root	`burdock	NO
root	`bureaucrat	NO
root	`bureau	NO
root	bu`ret	NO
root	bu`rette	NO
root	`burgeon	NO
root	`burgess	NO
root	`burgher	NO
root	`burglar	NO
root	`burglarproof	NO
root	`burglary	NO
root	`burg	NO
root	`burlap	NO
root	bur`lesque	NO
root	`burley	NO
root	`Burlington	NO
root	`burl	NO
root	`burly	NO
root	`Burma	NO
root	`burnish	NO
root	`burn	NO
root	`burnout	NO
root	`burp	NO
root	bur`rito	NO
root	`burr	NO
root	`burro	NO
root	`burrow	NO
root	`bursa	NO
root	`burst	NO
root	Bu`rundi	NO
root	`bury	NO
root	`busboy	NO
root	`bushel	NO
root	`bushing	NO
root	`bushmaster	NO
root	`bush	NO
root	`bushwhack	NO
root	`business	NO
root	`bus	NO
root	`buss	NO
root	`bustard	NO
root	`bustle	NO
root	`bust	NO
root	`busybody	NO
root	`busy	NO
root	buta`diene	NO
root	`butane	NO
root	`butcher	NO
root	`butler	NO
root	but	NO
root	`butte	NO
root	`butterball	NO
root	`buttercup	NO
root	`butterfat	NO
root	`butterfly	NO
root	`buttermilk	NO
root	`butter	NO
root	`butternut	NO
root	`butt	NO
root	`buttock	NO
root	`buttonhole	NO
root	`button	NO
root	`buttress	NO
root	`butyl	NO
root	`butyrate	NO
root	`buxom	NO
root	`buy	NO
root	`buyout	NO
root	`buzzard	NO
root	`buzz	NO
root	`buzzsaw	NO
root	`buzzword	NO
root	Byelo`russia	NO
root	`bye	NO
root	`bygone	NO
root	`bylaw	NO
root	`byline	NO
root	by	NO
root	`bypass	NO
root	`bypath	NO
root	`byproduct	NO
root	`byroad	NO
root	`bystander	NO
root	`byte	NO
root	`byway	NO
root	`byword	NO
root	By`zantium	NO
root	ca`bal	NO
root	ca`bana	NO
root	caba`ret	NO
root	`cabbage	NO
root	`cabdrive	NO
root	`cabinetmake	NO
root	`cabinet	NO
root	`cabin	NO
root	`cable	NO
root	`cab	NO
root	ca`cao	NO
root	`cache	NO
root	`cackle	NO
root	ca`cophony	NO
root	`cactus	NO
root	ca`daver	NO
root	`caddis	NO
root	`caddy	NO
root	`cadence	NO
root	`cadent	NO
root	ca`denza	NO
root	ca`det	NO
root	`cadmium	NO
root	`cad	NO
root	`cadre	NO
root	cae`sarean	NO
root	cae`sarian	NO
root	ca`fe	NO
root	cafe`teria	NO
root	caf`feine	NO
root	`cage	NO
root	`cagey	NO
root	`cagy	NO
root	ca`hoot	NO
root	`caiman	NO
root	`cairn	NO
root	`Cairo	NO
root	ca`jole	NO
root	`Cajun	NO
root	`cake	NO
root	`calabash	NO
root	ca`lamity	NO
root	`calamus	NO
root	cal`careous	NO
root	`calcify	NO
root	cal`cine	NO
root	`calcite	NO
root	`calcium	NO
root	`calculate	NO
root	`calculus	NO
root	Cal`cutta	NO
root	cal`dera	NO
root	`calendar	NO
root	`calf	NO
root	`calfskin	NO
root	`Calgary	NO
root	`caliber	NO
root	`calibre	NO
root	`calico	NO
root	Cali`fornia	NO
root	cali`fornium	NO
root	`caliper	NO
root	`caliph	NO
root	calis`thenic	NO
root	`calligraph	NO
root	`calligraphy	NO
root	cal`ligraphy	NO
root	cal`liope	NO
root	`call	NO
root	`callous	NO
root	`callus	NO
root	`calm	NO
root	`calorie	NO
root	calo`rimeter	NO
root	`calumny	NO
root	`calvary	NO
root	`Calvin	NO
root	ca`lypso	NO
root	cama`raderie	NO
root	`camber	NO
root	Cam`bodia	NO
root	`cambric	NO
root	`Cambridge	NO
root	`camelback	NO
root	ca`mellia	NO
root	`camel	NO
root	`Camelot	NO
root	`cameo	NO
root	`camera	NO
root	`Cameroon	NO
root	`cam	NO
root	`camomile	NO
root	`camouflage	NO
root	cam`paign	NO
root	`campanile	NO
root	`campfire	NO
root	`campground	NO
root	`campion	NO
root	`camp	NO
root	`campsite	NO
root	`campus	NO
root	`Canaan	NO
root	`Canada	NO
root	ca`nal	NO
root	ca`nary	NO
root	`Canberra	NO
root	`cancel	NO
root	`cancer	NO
root	`Cancer	NO
root	cande`labrum	NO
root	can`dela	NO
root	can`descent	NO
root	`candidate	NO
root	`candid	NO
root	`candlelight	NO
root	`candlelit	NO
root	`candle	NO
root	`candlestick	NO
root	`candor	NO
root	`candour	NO
root	`candy	NO
root	`cane	NO
root	`canine	NO
root	`canister	NO
root	`canker	NO
root	`cankerworm	NO
root	`cannabis	NO
root	`cannibal	NO
root	`cannister	NO
root	`can	NO
root	can	NO
root	`cannonball	NO
root	`cannon	NO
root	`canny	NO
root	ca`noe	NO
root	`canon	NO
root	`canopy	NO
root	`cantaloupe	NO
root	can`tankerous	NO
root	can`teen	NO
root	`Canterbury	NO
root	`canticle	NO
root	`cantilever	NO
root	`cantle	NO
root	`cant	NO
root	`canton	NO
root	`Canton	NO
root	`canto	NO
root	`cantor	NO
root	`canvasback	NO
root	`canvas	NO
root	`canvass	NO
root	`canyon	NO
root	`capable	NO
root	ca`pacious	NO
root	ca`pacitance	NO
root	ca`pacitate	NO
root	ca`pacitive	NO
root	ca`pacitor	NO
root	ca`pacity	NO
root	`cape	NO
root	`caper	NO
root	`Capetown	NO
root	`capillary	NO
root	Capis`trano	NO
root	`capital	NO
root	`capita	NO
root	`capitol	NO
root	ca`pitulate	NO
root	`cap	NO
root	`capo	NO
root	ca`price	NO
root	`Capricorn	NO
root	`capsize	NO
root	`capstan	NO
root	`capstone	NO
root	`capsule	NO
root	`captain	NO
root	`caption	NO
root	`captious	NO
root	`captivate	NO
root	`captive	NO
root	`captor	NO
root	`capture	NO
root	Ca`racas	NO
root	`caramel	NO
root	`caravan	NO
root	`caraway	NO
root	`carbide	NO
root	`carbine	NO
root	carbo`hydrate	NO
root	carbo`naceous	NO
root	`carbonate	NO
root	`carbon	NO
root	`carbonyl	NO
root	carbo`rundum	NO
root	`carboy	NO
root	`carbuncle	NO
root	`carburetor	NO
root	`carcase	NO
root	`carcass	NO
root	car`cinogen	NO
root	carci`noma	NO
root	`cardamom	NO
root	`cardboard	NO
root	`cardiac	NO
root	`cardinal	NO
root	`cardioid	NO
root	cardi`ology	NO
root	cardio`vascular	NO
root	`card	NO
root	ca`reen	NO
root	ca`reer	NO
root	`carefree	NO
root	`care	NO
root	ca`ress	NO
root	`caretaker	NO
root	`caret	NO
root	`careworn	NO
root	`carfare	NO
root	`cargo	NO
root	Ca`ribbean	NO
root	`caribou	NO
root	`caricature	NO
root	`carload	NO
root	`carnage	NO
root	`carnal	NO
root	car`nation	NO
root	`carnival	NO
root	`carnivore	NO
root	`car	NO
root	`carob	NO
root	Caro`lina	NO
root	`carol	NO
root	ca`rouse	NO
root	`carpenter	NO
root	`carpet	NO
root	`carp	NO
root	`carport	NO
root	carra`geenan	NO
root	`carrel	NO
root	`carriage	NO
root	`carrion	NO
root	`carrot	NO
root	`carry	NO
root	`carryover	NO
root	carte-blanche	NO
root	car`tel	NO
root	cartes-blanches	NO
root	car`tesian	NO
root	`Carthage	NO
root	`cartilage	NO
root	`cart	NO
root	carto`graphic	NO
root	car`tography	NO
root	`carton	NO
root	car`toon	NO
root	`cartridge	NO
root	`cartwheel	NO
root	`carven	NO
root	`carve	NO
root	cary`atid	NO
root	casa`nova	NO
root	cas`cade	NO
root	`casebook	NO
root	`casein	NO
root	`casement	NO
root	`case	NO
root	`casework	NO
root	`cashew	NO
root	ca`shier	NO
root	`cashmere	NO
root	`cash	NO
root	`casing	NO
root	ca`sino	NO
root	`casket	NO
root	`cask	NO
root	`Caspian	NO
root	`casserole	NO
root	cas`sette	NO
root	`cassock	NO
root	casta`net	NO
root	`castaway	NO
root	`caste	NO
root	`castigate	NO
root	`castle	NO
root	`cast	NO
root	`castor	NO
root	`castrate	NO
root	`casual	NO
root	`casualty	NO
root	cata`bolic	NO
root	`cataclysm	NO
root	`catacomb	NO
root	`catalog	NO
root	`catalogue	NO
root	ca`talpa	NO
root	ca`talysis	NO
root	`catalyst	NO
root	cata`lytic	NO
root	`catapult	NO
root	`cataract	NO
root	ca`tarrh	NO
root	ca`tastrophe	NO
root	cata`tonia	NO
root	cata`tonic	NO
root	`catbird	NO
root	`catcall	NO
root	`catch	NO
root	`catchup	NO
root	`catchword	NO
root	`catechism	NO
root	`catechist	NO
root	`catechize	NO
root	`category	NO
root	`catenate	NO
root	`cater	NO
root	`caterpillar	NO
root	`catfish	NO
root	ca`tharsis	NO
root	ca`thedral	NO
root	ca`thedra	NO
root	`catheter	NO
root	`cathode	NO
root	`catholic	NO
root	`cation	NO
root	`catkin	NO
root	`catnip	NO
root	`cat	NO
root	`Catskill	NO
root	`catsup	NO
root	`cattail	NO
root	`cattle	NO
